Position,Company,Salary,Min-Salary,Max-Salary,City,Empirical,Education,Work Nature,Advantage,Detail,Address,Coordinate
C/C++研发工程师,云端智度研发部,10k-20k,10k,20k,北京,1-3年,本科及以上,全职,"五险一金,弹性工作,定期体检,通讯补贴",岗位职责1.负责CDN缓存系统的设计与研发2.负责CDN功能模块的实现，根据客户的需求定制解决方案。任职要求1.熟悉C/C++，熟悉linux环境编程；2.熟悉TCP/IP，HTTP协议，熟悉网络编程；3.熟悉nginx，ATS，squid等软件架构和代码实现者优先；4.具有openresty开发经验者优先；5.具有高并发，大容量服务器开发经验者优先；6.熟悉python/shell/go/lua等至少1中语言者优先；7.热爱互联网，有良好的学习能力，具备良好的团队协作及沟通能力,北京常营常惠路4号北辰福第V中心E座503室（地铁6号线常营站下C口出）,"(116.600013, 39.926394)"
C C++流媒体服务器工程师,拓阔科技研发部,25k-35k,25k,35k,深圳,3-5年,本科及以上,全职,股权激励,"职位描述：工作职责：1负责云端流媒体服务器开发2服务器性能优化、部署方案优化、问题排查等技能要求：13年或以上使用C/C++研发经验，参与过大型流媒体或者流媒体存储相关项目且至少一年以上开发、维护经验2熟悉H264/H265音视频编解码技术原理以及常见的媒体封装格式FLV,MP4、TS等3熟悉常见的流媒体网络传输协议HTTP、,RTSP、HLV、HLS、SIP等4扎实的计算机理论基础，精通linux操作系统原理，掌握多线程，多进程开发技术原理5扎实的网络技术基础，精通TCP/UDPsocket编程6有过使用webrtc、ffmpeg等开源技术落地产品化经验的优先7良好的编程规范，熟悉常见的数据结构、以及编程设计模式8较强的研究分析能力、技术攻关能力",深圳坂田街道梅坂大道与雅宝路交汇处星河WORLD二期C栋3103-3105室,"(114.057793, 22.604316)"
C/C++高级开发工程师,广州志远电子科技有限公司技术部,10k-15k,10k,15k,深圳,1-3年,本科及以上,全职,"各种补贴,奖金等","岗位职责：1、负责根据业务需求进行系统的开发和调试工作；2、参与系统需求讨论，进行系统的概要设计及详细设计；3、系统核心代码的编写及单元测试；4、负责编写相关的设计及开发文档。教育背景：计算机软件及相关专业，大学本科及以上学历；业务技能：1、两年以上C/C++应用开发经验，能独立承担设计及开发任务；2、熟练掌握C/C++相关技术，对程序设计有着清晰认识；3、熟悉Oracle数据库；4、具有新技术的快速学习及适应能力；5、责任心强，有良好的沟通能力和团队协作精神。经验背景：符合以下条件者优先：a）熟悉银行业务或有银行系统开发经验b）有同类型公司工作经验c)熟悉LINUX/UNIX操作系统,ORACLE/DB2数据库等",深圳腾讯大厦,"(113.934464, 22.540718)"
C/C++开发,就医120,10k-20k,10k,20k,武汉,3-5年,本科及以上,全职,"五险一金,周末双休,年终奖,发展平台好",1.熟练使用C/C++语言2.熟练使用VisualStudio编译器3.有Linux开发经验，能熟练使用Shell的优先考虑,武汉高新大道光谷八路武汉未来科技城,"(114.538478, 30.489386)"
C/C++开发工程师( windows...,上海江衡研发部,10k-20k,10k,20k,上海,1-3年,本科及以上,全职,"午餐补贴,电话补助,做5休2",岗位职责：1、使用C/C++进行三维图形软件以及相关程序开发；2、根据客户需求进行调研、撰写设计文档以及软件使用说明；3、参与软件规划、调试以及后期维护工作。任职资格：1、本科以上学历，理工科计算机、机械、电气等相关专业；2、2年以上C++程序开发经验，能够熟练运用C++语言进行程序开发，熟悉VisualStudio开发环境，并具有良好的设计能力、规范的编程风格；3、熟悉面向对象思想，调试和相关技术，具有良好的设计能力、规范的编程风格；4、有计算机图形学基础，具有OpenGL、Direct3D、OpenSceneGraph等三维图形引擎开发经验者优先；5、责任心强，善于沟通，有良好的团队合作能力；6、适应以安装、调试和问题解决性质的短期出差。,上海盛大青春里盛荣路88弄1号705室,"(121.60543, 31.170746)"
c/c++开发工程师,观界创宇,7k-14k,7k,14k,成都,1-3年,本科及以上,全职,高新领域,主要职责：1.参与模块需求分析在研发项目经理带领下，参与模块需求分析，提出合理化建议。2.参与编写模块概要设计和详细设计为了降低编码风险，参与编写模块概要设计和详细设计。3.根据项目计划编写、调试、发布代码为保障项目按照计划完成，按编码规范要求编写代码并调试，确保输出项的正确性和稳定性。在实际开发过程中与其他相关部门和设备供应商及时沟通。4.为内外部客户提供技术支持为保障公司软件产品在客户方的长期稳定运行，及时解决内外部客户遇到的技术问题。任职要求：1.计算机相关专业，具有软件子系统独立开发经验；2.精通C/C++语言。熟悉多进程、多线程程序开发；3.精通TCP/IP网络程序开发；熟悉常用通讯协议；4.熟练使用VC++等开发和调试工具；熟悉使用STL、Boost等优先；5.熟悉SIP、RTSP、RTP、RTMP等流媒体通讯协议等优先6.熟悉live555、ffmpeg等主流流媒体库，熟悉MPEG4、H.264编解码技术及FLV、MP4等封装技术优先；7.熟悉Linux操作系统下软件开发及调试优先；8.具有良好的逻辑思维能力，学习能力强，团队协作意识强；工作积极主动，有较强的敬业精神和责任感。,成都天府软件园E区,"(104.068359, 30.538196)"
C语言,上海中软华腾软件系统有限公司,10k-15k,10k,15k,北京,1-3年,本科及以上,全职,五险一金商业保险 带薪年假,最好熟悉收单业务，银行清算业务，银联相关业务，熟悉AIX系统、熟悉8583报文，XML报文，精通C语言、Pro*C开发，Makefile使用、shell脚本等、熟悉银行工作模式如不熟悉以上内容也可，但是必须沟通能力强，有银行经验,北京达美中心2号楼27层,"(116.516619, 39.936622)"
C语言,上海中软华腾软件系统有限公司,10k-15k,10k,15k,北京,1-3年,本科及以上,全职,五险一金商业保险 带薪年假,最好熟悉收单业务，银行清算业务，银联相关业务，熟悉AIX系统、熟悉8583报文，XML报文，精通C语言、Pro*C开发，Makefile使用、shell脚本等、熟悉银行工作模式如不熟悉以上内容也可，但是必须沟通能力强，有银行经验,北京达美中心2号楼27层,"(116.516619, 39.936622)"
C/C++开发工程师,浪舟技术研发部,7k-13k,7k,13k,成都,1-3年,本科及以上,全职,发展前景,"任职要求：1.本科及以上学历，系统的学习过软件研发相关技术；2.有较强的C/C++编程基础，深入理解面向对象编程思想，可熟练使用STL；3.2年以上Linux环境下C/C++实际开发经验，熟悉GDB等调试工具；4.对技术有热情，乐于挑战，有责任心；5.良好的分析及解决问题的能力，良好的团队合作精神；6.熟悉TCP/IP协议栈，有Linux网络编程者优先；7.熟悉Wireshare、网络安全技术者优先；8.熟悉网络协议，能够对常用协议进行分析优先；工作职责：1.负责网络取证产品设计,编码和单元测试；2.负责安全类产品研发/维护、模块实现;",成都环球中心,"(104.063392, 30.568751)"
C/C++软件开发工程师,佑久健康产品研发部,9k-18k,9k,18k,上海,1-3年,本科及以上,全职,"快速成长,开放公正,前沿科技,绩效薪酬",岗位职责：1、负责智能体测设备上人体数据分析模块的C/C++程序实现，并编译动态库；2、配合Android开发工程师，进行智能体测设备上的人脸识别身份验证、以及人体姿态与围度的测量；3、与算法开发工程师一起，参与人体成分数据的方案设计与数据分析，完成相关的开发文档编写与项目总结；岗位要求：1、数理逻辑算法计算机等相关专业，认真细致，学习能力强；2、有良好的C语言编程基础，熟悉编码规范；3、1年以上Windows/Linux环境下C/C++开发工作经验，理解JNI调用机制；4、了解opencv、openni等技术之一，有志于图形算法编程；5、了解数学建模，有matlab的使用经验更佳；6、优秀的逻辑分析能力，善于团队合作与沟通；工作时间：每周一至周五9:30-18:30，周末双休。转正即可享受法定带薪年假。工作地点：我们的产品技术团队归属于上海佑久健康科技公司旗下，选址于3131产业园区，靠近丰庄茶城美食城，生活就餐都挺方便。我们重视每一位员工，所有的电脑与笔记本都是大屏i7。期待有梦想的你，和我们一起打造一片新天地！请面试的同学带好简历/作品，拔冗到佑久健康科技公司报道，地址：曹安公路1515号（3131曹安商务园）7号楼三楼，近祁连山南路交叉路口。,上海曹安路1515号（3131曹安商务园）7号楼三楼,"(121.370259, 31.25164)"
C开发工程师,锦绣大地电子商务研发,6k-12k,6k,12k,北京,1-3年,本科及以上,全职,五险一金 团建,基本要求：（1）计算机或相关专业，本科及以上学历（学信网可查），1年以上工作经验（以毕业证书的毕业时间为准）技能要求：1.有需求分析能力，具备较好的表达和沟通能力；2.能根据项目计划开展相关工作。3.熟悉c程序、proc程序开发；4.熟悉Linux操作系统的基本操作以及shell脚本的编写；5.熟悉oracle数据库、sql语言；6.了解weblogic、tuxedo等主流中间件；7.具备银行业开发经验者优先。,北京西山国际城11号楼1单元101,"(116.228516, 39.92748)"
C语言开发工程师,集联软件大客户事业部,8k-12k,8k,12k,北京,1-3年,本科及以上,全职,"弹性工作,能力提升快,成长快,下午茶",【岗位职责】1.参与软件产品和项目的工程实施工作；2.参与需求分析、概要设计、详细设计、代码开发、单元测试、系统测试等软件过程；3.参与编写各类技术文档。【岗位要求】1.计算机相关专业本科毕业，1年以上银行系统开发经验；2.熟练掌握C语言，Proc编程；3.掌握SQL编程，熟练掌握pg数据库；4.熟悉Linux/Unix操作系统；5.有TUXEDO、CICS等交易中间件开发经验；6.良好的团队合作能力和协调沟通能力，能承受工作压力。,北京永丰基地永澄路2号邮储软件研发中心,"(116.227698, 40.078151)"
c/c++ - lua手游服务端工程师,在野漫游研发部,10k-20k,10k,20k,厦门,1-3年,学历不限,全职,"五险一金,带薪年假,氛围好,老板好",岗位职责：1、负责skynet-luammo手游服务器端开发、redis数据库开发和维护；2、根据游戏策划需求，独立设计开发相应的游戏功能系统模块；3、负责对策划提出的设计需求的技术可行性进行评估和更正；4、输出技术开发文档、参与游戏性能优化等；5、配合团队完成维护工作和功能更新；6、对游戏功能开发提出技术的建议；7、负责对游戏上线运营期间产生的各种故障和问题及时解决。任职要求：1、计算机相关专业、熟悉c++、lua开发;2、大型mmo手游开发经验两年以上，lua开发经验一年以上，有完整项目经验者优先3、有严谨的逻辑思维，能快速理清各种复杂的逻辑判断，有比较丰富的系统设计能力;4、热爱游戏，对于游戏玩法有自己的想法；5、熟悉Socket编程、多线程编程，熟悉不同的IO模型，精通常用数据结构和算法；6、熟练使用至少一种常用数据库，了解nosql，了解分布式数据库架构；7、有使用Skynet框架经验者优先。,厦门安岭路988号新希阳中心希望大厦B402,"(118.158499, 24.527027)"
C/C++项目经理,大名软件开发,15k-30k,15k,30k,杭州,5-10年,本科及以上,全职,"弹性工作,周末双休,年度旅游,五险一金","一、岗位职责：1、完成项目的需求沟通、需求分析，设计，实现，部署等各个环节；2、完成软件的架构设计，核心代码和框架编写；3、完成核心技术和难点的攻克；4、负责代码质量控制，定义统一编码规范；5、负责程序员的工作分配，进度控制；6、指导团队成员完成编码和实现的工作,并承担一部分具体的编码工作；7、与其他部门之间的协调沟通。二、任职要求：1、全日制大学本科及以上学历，计算机、软件类专业；2、5年以上工作经验、3年以上Web前端开发经验、2年以上项目管理经验；3、全面的软件知识结构，有一年以上系统分析的工作经验；4、精通HTML5／CSS3/JavaScript；5、具有良好的学习能力和逻辑分析能力；6、具备良好的职业道德，勤奋工作，责任心强；7、具备良好的沟通表达能力、协调能力、冲突解决和领导力，良好的团队合作精神。三、具备以下技能或经验者优先录用：1、OOA／面向对象分析、OOD／面向对象设计；2、iOS开发、Android开发、ASP.NET/Java/PHP、SQL、Server/MySQL/Oracle；3、C++、图像处理。",杭州华星时代广场,"(120.12478, 30.2768)"
北京研发院C/C++算法工程化...,思必驰科技北京研发院,20k-40k,20k,40k,北京,不限,本科及以上,全职,快速发展的人工智能公司，产品方向非常清晰,"职位描述：1、C/C++Linux下工程开发及优化；2、工程新算法实现；3、进行算法裁剪。任职资格：1.本科以上学历，3年以上软件开发工作经验；(211或985学校)2.可以熟练使用C/C++软件编程,熟悉Linux环境开发及软件调试3.掌握操作系统与计算机系统结构,编译原理等软件知识,了解设计模式4.思路清晰，能独立实现需要的算法；加分项：1.有并行计算，GPU编程经验项目经验优先2.有NLP,语音识别或语音合成软件项目经验优先3.有神经网络/机器学习/深度学习软件项目经验优先4.有统计模型算法或神经网络模型优化项目经验优先5.有软件架构设计项目经验优先",北京苏州街维亚大厦7楼,"(116.305733, 39.977517)"
C/C++开发工程师,鼎桥通信技术有限公司,10k-20k,10k,20k,成都,1-3年,本科及以上,全职,福利待遇,岗位职责1、专网平台底层软件开发；2、参与软件架构设计，负责系统设计、模块设计；3、负责核心模块代码编写；4、负责软件模块测试，进行软件故障的诊断和调试，参与疑难问题攻关。任职要求1、熟悉C/C++语言，有相关C/C++开发经验优先；2、熟悉单元、集成测试流程，有实际设计和编写测试用例的经验；3、熟悉GCC编译器环境，具有良好的系统调试经验；4、熟悉linux系统，熟练运用shell；5、有良好的工作态度和团队合作精神。,成都成都市高新区天华二路219号天府软件园C区3栋3-5层,"(104.070272, 30.539318)"
C/C++,数美研发部,20k-40k,20k,40k,北京,1-3年,本科及以上,全职,"大牛如云,技术氛围,大佬领投,股份期权",360、小米、百度等顶级互联网公司联合投资，顶级大数据公司你将负责的工作1、-负责数美大数据产品服务器端的功能开发工作2、-负责服务器端架构设计、性能提升工作3、-负责核心排序算法实现工作4、系统核心部分代码编写；疑难问题的解决我们希望你1、-本科及以上学历，两年以上C++开发经验2、-熟练掌握Linux下的C/C++开发，对数据结构和算法有较为深刻的理解；3、-有高并发、高实时网站架构设计经验优先4、开源贡献者优先，github源码者优先，技术博客者优先；5、对技术有激情，喜欢钻研，具有有较强的独立工作能力和解决问题的能力（BigPlus）；6、如果你觉得和以上要求不符，但你对这个岗位很感兴趣，并且确认你以往的其他经历或经验能给团队带来自己独特的价值，我们同样表示欢迎公司福利待遇有竞争力的薪酬期权奖励五险一金+商业保险午餐+晚餐补助交通+通讯+电脑补贴结婚+生育+丧葬+住院礼金伯乐奖金年假8天起+带薪病假年度体检、零食畅享、团队建设、生日会、弹性办公数美领先的大数据技术、产品与服务提供商我们正在经历一个IT到DT的变革时代。大数据已经渗透到各个环节，各个角落。这个世界，就是掩藏在表象之下，被数据所揭示的世界！数美依托积累的海量数据、科技前沿技术，极致的工匠精神和对数据的深度理解，提供领先的大数据产品与服务。我们正在寻找不平凡的你，和我们一起“发现数据之美”欢迎投递简历【关于数美】www.ishumei.com数美（全称北京数美时代科技有限公司）成立于2015年6月，是一家专业的大数据科技公司。数美依托先进的核心AI技术和海量的数据基础，致力于解决多场景欺诈问题，为客户提供专业、可信赖的服务。团队均来自百度、阿里、腾讯、360、小米等顶尖互联网公司，在大数据、人工智能、机器学习、金融风控等领域有着丰富的实践经验。目前，业务已覆盖金融、支付、直播、社交、电商、O2O等为代表的多个行业领域，其中包括中信银行、用钱宝、人人贷、51信用卡、360、小米、58同城、爱奇艺、熊猫直播、花椒、唱吧等知名企业，截止到2017年6月，服务客户突破1000家。作为大数据反欺诈专业品牌，数美将持续挖掘数据价值，为金融机构、互联网企业提供智能、创新的一站式反欺诈综合解决方案…………………………………………………………………………了解更多数美公司介绍https://www.ishumei.com/aboutUs/introduction.html数美团队介绍https://www.ishumei.com/aboutUs/team.html数美产品介绍https://www.ishumei.com/product/creditFengkong.html数美解决方案介绍https://www.ishumei.com/solution/finance.htm,北京望京诚盈中心,"(116.465953, 40.021083)"
